"game_play_id","rush_id","jerseyNumber","hit_hurry_or_sack","unique_plays","average_prob","coerce"
"2021090900-1940",35454,90,0,1,0.135318693060141,0.13818625022638
"2021090900-1940",41915,58,0,1,0.140265758794088,0.148584248658906
"2021090900-1940",46081,50,0,1,0.084354596499067,0.0945703244525389
"2021090900-2008",41263,90,0,1,0.153955897937218,0.152151071738111
"2021090900-2008",41363,95,0,1,0.145120809889502,0.132968087365545
"2021090900-2008",44955,91,0,1,0.0674448193361362,0.0706138940909425
"2021090900-2008",46185,92,0,1,0.11248195109268,0.118135701917959
"2021090900-2032",41263,90,0,1,0.104088140980286,0.121718256512755
"2021090900-2032",41363,95,0,1,0.0835293565383729,0.0943533290416026
"2021090900-2032",44955,91,0,1,0.134224933298195,0.104464442825694
"2021090900-2032",46185,92,0,1,0.168183173326885,0.134186444413581
"2021090900-2088",35441,93,0,1,0.0874308563376728,0.0865919414814635
"2021090900-2088",35454,90,0,1,0.0806096280483823,0.0883537187254176
"2021090900-2088",46081,50,0,1,0.138046851283626,0.125410410877489
"2021090900-2088",47890,98,0,1,0.152107126618686,0.150539212130254
"2021090900-2129",35441,93,0,1,0.144638594840803,0.141755725195064
"2021090900-2129",35454,90,0,1,0.0974869110411214,0.107811985901957
"2021090900-2129",46081,50,0,1,0.0898426547646522,0.108809890194603
"2021090900-2129",47890,98,0,1,0.123452509843534,0.135027475524906
"2021090900-2169",35441,93,0,1,0.127957576087543,0.129547400495831
"2021090900-2169",35454,90,0,1,0.133990061070238,0.12164443532599
"2021090900-2169",41915,58,0,1,0.119960896493424,0.143751006212217
"2021090900-2169",46081,50,0,1,0.136380452130522,0.131774868750895
"2021090900-2211",35441,93,0,1,0.132576588060587,0.157464290682311
"2021090900-2211",35454,90,0,1,0.132358972343706,0.127736117244083
"2021090900-2211",41915,58,0,1,0.189538750917681,0.183785459429693
"2021090900-2211",46081,50,1,1,0.344144365960552,0.2763275689623
"2021090900-2233",35441,93,0,1,0.112539499104023,0.123366008824444
"2021090900-2233",35454,90,0,1,0.0925228437781334,0.101482512728636
"2021090900-2233",41915,58,0,1,0.233683171868324,0.180559812935449
"2021090900-2233",46081,50,1,1,0.25593112051487,0.208524526349543
"2021090900-2257",35441,93,0,1,0.207335001287552,0.15642234569719
"2021090900-2257",40074,92,0,1,0.156343624139061,0.126785416375063
"2021090900-2257",41915,58,0,1,0.10987725137518,0.118997950872688
"2021090900-2257",53461,9,0,1,0.291940734363519,0.21211326804158
"2021090900-2279",35441,93,0,1,0.126299748372919,0.128473120022853
"2021090900-2279",40074,92,0,1,0.161806005211371,0.115015447372792
"2021090900-2279",41915,58,1,1,0.47159789207409,0.190994711640118
"2021090900-2279",53461,9,0,1,0.090001783790594,0.134331240058735
"2021090900-2298",35454,90,0,1,0.106610863977535,0.113867625154718
"2021090900-2298",40074,92,1,1,0.276057350025936,0.171061939825626
"2021090900-2298",46081,50,0,1,0.0864866938103329,0.0959776728209438
"2021090900-2298",53461,9,0,1,0.17719954861836,0.150848935506452
"2021090900-2330",35454,90,0,1,0.182522405051824,0.169384419579173
"2021090900-2330",40074,92,0,1,0.150905888414744,0.0914406124771538
"2021090900-2330",41915,58,1,1,0.51233491933707,0.222283115026545
"2021090900-2330",46081,50,0,1,0.0866225081580606,0.124237944587589
"2021090900-2397",46185,92,0,1,0.0472233190042217,0.0419905483531664
"2021090900-2397",53504,97,0,1,0.0330675233200919,0.0324343643066155
"2021090900-2419",41263,90,0,1,0.0768068724949109,0.0706541507557921
"2021090900-2419",42403,94,0,1,0.0954944971752795,0.101574302896315
"2021090900-2419",53441,11,1,1,0.231574379299816,0.230269722538139
"2021090900-2441",41263,90,0,1,0.0345035709955908,0.0576657794427245
"2021090900-2441",42403,94,0,1,0.121201758530546,0.110722004534929
"2021090900-2441",53441,11,0,1,0.100090944782851,0.108860978418885
"2021090900-2530",35441,93,0,1,0.0897329412400723,0.103249552119923
"2021090900-2530",35454,90,0,1,0.0828487890893999,0.0914638788229279
"2021090900-2530",46081,50,0,1,0.0992541000570941,0.106829989060254
"2021090900-2530",46132,24,0,1,0.0814278574417467,0.0551377194473343
"2021090900-2554",35441,93,1,1,0.34063511483726,0.231224584695458
"2021090900-2554",35454,90,0,1,0.108516074717045,0.123016126941078
"2021090900-2554",38588,54,1,1,0.171853974816345,0.144435647063124
"2021090900-2554",46081,50,0,1,0.135126039385796,0.12617379227499
"2021090900-2554",47788,45,0,1,0.133448410601843,0.114792722273479
"2021090900-2632",35441,93,0,1,0.102386453799133,0.10796392504832
"2021090900-2632",35454,90,0,1,0.0927447221916297,0.0979950769542199
"2021090900-2632",41915,58,0,1,0.246214516717812,0.209125718737237
"2021090900-2632",46081,50,0,1,0.10715414134079,0.111248550098767
"2021090900-2632",47788,45,0,1,0.131481458786233,0.156696637171392
"2021090900-2656",34777,96,0,1,0.101473895832896,0.110077840460084
"2021090900-2656",35454,90,0,1,0.0753363387452231,0.0765813034386896
"2021090900-2656",42560,56,0,1,0.094256971238388,0.0895994491306924
"2021090900-2656",43757,26,0,1,0.184628821909428,0.186864740506898
"2021090900-2656",53461,9,0,1,0.131090491596195,0.141917788601849
"2021090900-2678",34777,96,0,1,0.0447224296372512,0.0557322336523158
"2021090900-2678",35454,90,0,1,0.109444792542992,0.137005935124271
"2021090900-2678",42560,56,0,1,0.122958121885514,0.106632236599031
"2021090900-2678",47788,45,0,1,0.099705137183954,0.108316505137961
"2021090900-2678",53461,9,0,1,0.167827978987118,0.163425426095301
"2021090900-2735",34777,96,0,1,0.101918623968959,0.105090922835471
"2021090900-2735",35454,90,0,1,0.0802450338378548,0.089385525995908
"2021090900-2735",38588,54,0,1,0.135426821932197,0.154102614178634
"2021090900-2735",42560,56,0,1,0.104776640050113,0.114875371731171
"2021090900-2735",43757,26,1,1,0.472948552668095,0.384306826327341
"2021090900-2780",34777,96,0,1,0.0173221654923899,0.028880900346345
"2021090900-2780",40074,92,0,1,0.10723275616765,0.130244120989066
"2021090900-2780",41915,58,1,1,0.547105611222131,0.450112925216024
"2021090900-2780",42560,56,0,1,0.0261924155455615,0.0408786491291924
"2021090900-2780",43757,26,0,1,0.157055035339935,0.243152267144252
"2021090900-282",34777,96,0,1,0.025625894224504,0.0379328855841447
"2021090900-282",40074,92,0,1,0.050183863932034,0.0603309283179815
"2021090900-282",41915,58,0,1,0.202928619226441,0.185240280351624
"2021090900-282",42560,56,0,1,0.0487389341578819,0.0535402558352822
"2021090900-282",46132,24,0,1,0.211295085144229,0.2397544349735
"2021090900-2871",41363,95,0,1,0.131582320288376,0.111322281857642
"2021090900-2871",44892,93,0,1,0.159258705598337,0.174341345599423
"2021090900-2871",46185,92,0,1,0.116718424415147,0.10081159832193
"2021090900-2871",53504,97,0,1,0.0849871639576223,0.101999260847076
"2021090900-2893",41363,95,0,1,0.0891678463667631,0.097705181059107
"2021090900-2893",44892,93,0,1,0.136685354014238,0.130682323666801
"2021090900-2893",46185,92,0,1,0.0850650962028238,0.0889065404561025
"2021090900-2893",53441,11,0,1,0.12735669190685,0.133259722791245
"2021090900-2893",53504,97,0,1,0.085362896323204,0.0877724170246527
"2021090900-2915",41263,90,1,1,0.432817410317159,0.263400953385657
"2021090900-2915",42403,94,1,1,0.245827868340477,0.164647165803595
"2021090900-2915",46185,92,1,1,0.299236848710045,0.186791804001782
"2021090900-2915",53441,11,0,1,0.082938781308551,0.0949684705720342
"2021090900-3014",35441,93,1,1,0.200382361955503,0.155885375258517
"2021090900-3014",40074,92,0,1,0.0461906560094041,0.0613377572085259
"2021090900-3014",41915,58,0,1,0.086401807692121,0.100492300504091
"2021090900-3014",46081,50,0,1,0.169254276024945,0.151401939439284
"2021090900-3014",53461,9,0,1,0.254470717381029,0.270313038863245
"2021090900-3062",41263,90,0,1,0.156737621873617,0.143002348525205
"2021090900-3062",44892,93,0,1,0.132261332411032,0.136775551228961
"2021090900-3062",44955,91,0,1,0.087694415392784,0.0939125380727574
"2021090900-3062",53621,98,0,1,0.0961367550950784,0.090239456608469
"2021090900-3110",41263,90,0,1,0.110157163015434,0.111048891987681
"2021090900-3110",44892,93,0,1,0.177698233297893,0.170979675268186
"2021090900-3110",44955,91,0,1,0.0483627492295844,0.0575355027731718
"2021090900-3110",53621,98,0,1,0.0989291625363486,0.113516623952904
"2021090900-3134",42403,94,0,1,0.0360061254352331,0.0469322324851273
"2021090900-3134",43306,42,0,1,0.140521874651313,0.152469989696102
"2021090900-3134",44955,91,0,1,0.0328964792191982,0.0394820292115432
"2021090900-3134",47996,6,1,1,0.544145306199789,0.398697736747963
"2021090900-3134",53441,11,0,1,0.102901452407241,0.0938913946458917
"2021090900-3134",53504,97,0,1,0.0222175330854952,0.0278245309891386
"2021090900-3216",34777,96,0,1,0.0695610041064876,0.0786195490019586
"2021090900-3216",35454,90,0,1,0.0935289957338856,0.103299351359244
"2021090900-3216",42560,56,0,1,0.106274324158827,0.0976798938243889
"2021090900-3216",47890,98,0,1,0.134004322013685,0.138005084240161
"2021090900-3261",34777,96,0,1,0.117201449142562,0.112382759410246
"2021090900-3261",35454,90,0,1,0.101895942870114,0.112576715940702
"2021090900-3261",38588,54,0,1,0.292528496848212,0.25708066540998
"2021090900-3261",40074,92,0,1,0.110714848670695,0.107502781486156
"2021090900-3261",42560,56,0,1,0.073877371640669,0.084086417837266
"2021090900-3306",35441,93,0,1,0.0992664131853315,0.10728501692116
"2021090900-3306",35454,90,1,1,0.222343820250697,0.173522124214195
"2021090900-3306",41915,58,0,1,0.114718406150739,0.123307052396507
"2021090900-3306",53461,9,0,1,0.110551973804832,0.120391429967124
"2021090900-3330",35441,93,0,1,0.0540471939214816,0.0695402892115319
"2021090900-3330",35454,90,0,1,0.0643040454403187,0.0759035057083997
"2021090900-3330",40074,92,0,1,0.102041074488726,0.071300703939062
"2021090900-3330",41915,58,0,1,0.390436060312721,0.352044007317316
"2021090900-3330",46081,50,0,1,0.0381929713443646,0.061748790247476
"2021090900-3364",35441,93,1,1,0.241509621739387,0.173452197130996
"2021090900-3364",41915,58,1,1,0.21756787866354,0.190433206906937
"2021090900-3364",42560,56,0,1,0.0728460630774498,0.0784446891406422
"2021090900-3364",46081,50,0,1,0.130135947167873,0.112399987634041
"2021090900-3406",35441,93,0,1,0.037207301455335,0.0527560940281178
"2021090900-3406",35454,90,0,1,0.0367188970379245,0.0520422431864903
"2021090900-3406",38588,54,0,1,0.0945239694645772,0.0998219119517154
"2021090900-3406",41915,58,0,1,0.14045490611058,0.133526685134677
"2021090900-3406",46081,50,0,1,0.0809842723493393,0.0742894026684792
"2021090900-3406",47788,45,0,1,0.283611142291472,0.261656198175794
"2021090900-3462",41263,90,0,1,0.175943915049235,0.175361831892614
"2021090900-3462",41363,95,0,1,0.0656594527264436,0.0664600467795106
"2021090900-3462",42403,94,0,1,0.123513439297676,0.13110904638439
"2021090900-3462",43323,9,0,1,0.142720079918702,0.14833346205968
"2021090900-3462",53504,97,0,1,0.101982358594735,0.10534952986741
"2021090900-349",35441,93,0,1,0.141100273281336,0.155712747188367
"2021090900-349",35454,90,0,1,0.0676020895689726,0.0800287841334906
"2021090900-349",38588,54,1,1,0.564457404017448,0.393623504992839
"2021090900-349",41915,58,0,1,0.111463748216629,0.135695219045808
"2021090900-349",46081,50,1,1,0.24429780125618,0.17055882270791
"2021090900-3588",41363,95,0,1,0.0218819624401237,0.0250546295679234
"2021090900-3588",53504,97,0,1,0.0276498464671405,0.0309749861324665
"2021090900-3633",44892,93,0,1,0.0933673355196204,0.115544537172386
"2021090900-3633",44955,91,0,1,0.100862881168723,0.105620877146516
"2021090900-3633",46185,92,0,1,0.113038084735828,0.130931826263256
"2021090900-3633",53621,98,0,1,0.12533647221114,0.111188178775889
"2021090900-3655",41263,90,1,1,0.146440235972404,0.11331921512423
"2021090900-3655",42403,94,0,1,0.177008839249611,0.168363767605287
"2021090900-3655",46185,92,0,1,0.168959212303162,0.162471993239192
"2021090900-3655",53441,11,0,1,0.0976900126039982,0.103096896081775
"2021090900-3655",53504,97,0,1,0.0847701762616634,0.0959181112106605
"2021090900-3724",34777,96,0,1,0.103074697653453,0.12873059682242
"2021090900-3724",35454,90,0,1,0.0421193509052197,0.0565666536752968
"2021090900-3724",40074,92,1,1,0.220608812322219,0.218681611916419
"2021090900-3724",41915,58,1,1,0.25923609311382,0.212687305711092
"2021090900-3724",42560,56,0,1,0.16794911151131,0.102734696036525
"2021090900-3746",35441,93,0,1,0.101775787274043,0.124557975985799
"2021090900-3746",35454,90,0,1,0.0636926135669152,0.0783801111226849
"2021090900-3746",41915,58,1,1,0.264971797913313,0.211146856959586
"2021090900-3746",46081,50,0,1,0.0886558237175146,0.0927909604281677
"2021090900-3793",44892,93,0,1,0.102288024500012,0.110422617739801
"2021090900-3793",44955,91,0,1,0.0850584966829047,0.0952994390312742
"2021090900-3793",52587,56,0,1,0.111988568329252,0.113218383665411
"2021090900-3793",53621,98,0,1,0.133550876285881,0.10545060389399
"2021090900-3862",41263,90,0,1,0.113770851348009,0.120988078712341
"2021090900-3862",41363,95,0,1,0.334473656904366,0.171455790483442
"2021090900-3862",42403,94,0,1,0.124742548705803,0.146998971909165
"2021090900-3862",53504,97,0,1,0.0622504937669469,0.0786930820028439
"2021090900-3909",44955,91,0,1,0.133328438143839,0.136245046561517
"2021090900-3909",46185,92,0,1,0.095686345953833,0.106964929179091
"2021090900-3909",52587,56,0,1,0.13835905763236,0.15086585208563
"2021090900-3909",53621,98,0,1,0.0639353237876838,0.0781846309080427
"2021090900-3933",44955,91,0,1,0.0622553339316731,0.0710194160524501
"2021090900-3933",46185,92,0,1,0.133249089831398,0.133399767970784
"2021090900-3933",52587,56,0,1,0.0843349885018099,0.0945661939831702
"2021090900-3933",53621,98,0,1,0.0845670872146175,0.0845491638979424
"2021090900-3962",41263,90,1,1,0.204513446592233,0.127489374904317
"2021090900-3962",41363,95,0,1,0.0541371843941948,0.0548453685801132
"2021090900-3962",42403,94,0,1,0.33132853315157,0.245294005252251
"2021090900-3962",53504,97,0,1,0.0440907436423004,0.0561830785575199
"2021090900-4094",34777,96,0,1,0.146276813887415,0.148787639899986
"2021090900-4094",35454,90,0,1,0.0858445894860086,0.0908537358652117
"2021090900-4094",41915,58,0,1,0.147175555782659,0.169382526459654
"2021090900-4094",42560,56,0,1,0.149356512086732,0.142380122325796
"2021090900-410",41263,90,0,1,0.138377460185438,0.150897618616194
"2021090900-410",42403,94,0,1,0.114357788581401,0.111251688158189
"2021090900-410",44955,91,0,1,0.108269753400236,0.11340099558781
"2021090900-410",53441,11,0,1,0.0962046096101403,0.102429282052031
"2021090900-410",53504,97,0,1,0.0744810444302857,0.0788642890270306
"2021090900-4141",35454,90,0,1,0.0820928969505158,0.0861793633091944
"2021090900-4141",41338,43,0,1,0.0944081765006889,0.0902900990995178
"2021090900-4141",41915,58,0,1,0.100204824554649,0.107745081761927
"2021090900-4141",46132,24,0,1,0.0956860160963102,0.0937759631973039
"2021090900-4189",35441,93,0,1,0.0858684559352696,0.106267098754561
"2021090900-4189",35454,90,0,1,0.0790618932805956,0.0917677744366805
"2021090900-4189",41915,58,0,1,0.131223531323485,0.149912869876381
"2021090900-4189",46081,50,1,1,0.426249694079161,0.247824421424745
"2021090900-4211",35441,93,1,1,0.251019580755383,0.185616438323488
"2021090900-4211",35454,90,1,1,0.191598881268874,0.131932494259222
"2021090900-4211",41915,58,0,1,0.115222547552548,0.146319691641462
"2021090900-4211",46081,50,0,1,0.0554724811809137,0.0785006978314325
"2021090900-4246",35441,93,0,1,0.12274475902319,0.138657642037723
"2021090900-4246",35454,90,0,1,0.0799850331246853,0.0941311927251044
"2021090900-4246",41915,58,0,1,0.135233204066753,0.146124290364391
"2021090900-4246",46081,50,0,1,0.100595577955246,0.112504689963999
"2021090900-4287",35441,93,0,1,0.101297744065523,0.115548985598614
"2021090900-4287",35454,90,1,1,0.278705383837223,0.189186162910896
"2021090900-4287",41915,58,0,1,0.118747409582138,0.130339984186527
"2021090900-4287",46081,50,0,1,0.243800840079784,0.172521814041309
"2021090900-434",41263,90,0,1,0.124247945406858,0.124578533001903
"2021090900-434",42403,94,0,1,0.133575329885763,0.15272205540676
"2021090900-434",44955,91,0,1,0.0754431451068205,0.0815295956676577
"2021090900-434",53441,11,0,1,0.258975309045876,0.284513816647945
"2021090900-434",53504,97,0,1,0.107329475529054,0.104696774601197
"2021090900-4393",35441,93,0,1,0.110069786581923,0.111526677201906
"2021090900-4393",35454,90,0,1,0.108923018197803,0.10419616944313
"2021090900-4393",41915,58,1,1,0.267548175199943,0.186365934922152
"2021090900-4393",46081,50,1,1,0.271504913840224,0.168261137530261
"2021090900-4428",35441,93,0,1,0.0798469349741936,0.0886466027678388
"2021090900-4428",35454,90,0,1,0.116377713680267,0.122478388677975
"2021090900-4428",41915,58,0,1,0.148297743648291,0.161108788661569
"2021090900-4428",46081,50,0,1,0.280598512291908,0.198132453529647
"2021090900-4538",41263,90,1,1,0.211489858555383,0.187502088484925
"2021090900-4538",42403,94,1,1,0.268959326476886,0.17808369674574
"2021090900-4538",46185,92,0,1,0.127188282922424,0.109489153966515
"2021090900-4538",53504,97,0,1,0.126368963769798,0.153781345043761
"2021090900-456",41263,90,0,1,0.0948009625822306,0.10772240322046
"2021090900-456",42403,94,0,1,0.14694407761097,0.13554270367279
"2021090900-456",44955,91,0,1,0.0727700808644295,0.085924087368076
"2021090900-456",53504,97,0,1,0.0938819187879562,0.0956817130773072
"2021090900-4560",41263,90,0,1,0.0962535412265704,0.0992399844282187
"2021090900-4560",42403,94,0,1,0.143186966387125,0.164239556009495
"2021090900-4560",46185,92,1,1,0.118412684362668,0.107089938559662
"2021090900-4560",53441,11,1,1,0.315645538270473,0.216808492136187
"2021090900-4560",53504,97,0,1,0.0746763160882088,0.0846678944484066
"2021090900-4624",41363,95,1,1,0.15357120566327,0.117745506265095
"2021090900-4624",44892,93,0,1,0.10533428320597,0.106549507450373
"2021090900-4624",44955,91,0,1,0.0605306442955444,0.0764254886942152
"2021090900-4624",52587,56,0,1,0.126355502369075,0.126556729264943
"2021090900-4653",41363,95,0,1,0.0620060528264098,0.0743099183146518
"2021090900-4653",44892,93,0,1,0.13765513734973,0.151856408793883
"2021090900-4653",44955,91,0,1,0.0664746620408867,0.0785174750194521
"2021090900-4653",52587,56,0,1,0.106693976437268,0.120765387361533
"2021090900-4653",53441,11,0,1,0.105270671293787,0.10763851180935
"2021090900-4677",41363,95,0,1,0.112402213205184,0.108345999954999
"2021090900-4677",44892,93,0,1,0.118814241274127,0.117931029668613
"2021090900-4677",44955,91,0,1,0.070405203383416,0.0819845811030728
"2021090900-4677",52587,56,0,1,0.113134280379329,0.130443849934072
"2021090900-4699",41263,90,0,1,0.131030469304986,0.132077876676083
"2021090900-4699",42403,94,0,1,0.103356643269459,0.114136873511884
"2021090900-4699",46185,92,0,1,0.14282889250252,0.110064545360871
"2021090900-4699",53504,97,0,1,0.106440775096416,0.108857351029415
"2021090900-4728",41263,90,0,1,0.130849996287572,0.141264254133567
"2021090900-4728",42403,94,0,1,0.152341412478372,0.14117340561067
"2021090900-4728",46185,92,0,1,0.11930129324135,0.111651494496098
"2021090900-4728",53504,97,0,1,0.13594295594253,0.146939561017956
"2021090900-4750",41263,90,0,1,0.160629124070207,0.145309786799414
"2021090900-4750",42403,94,0,1,0.137994576866428,0.137991314454452
"2021090900-4750",46185,92,0,1,0.096608018502593,0.101400924819628
"2021090900-4750",53504,97,0,1,0.0796652132024368,0.0881885397193472
"2021090900-4772",41263,90,0,1,0.0932445226030217,0.0996158902203344
"2021090900-4772",42403,94,0,1,0.138784306330813,0.121973353023511
"2021090900-4772",43306,42,0,1,0.0596397935102384,0.0667635069568531
"2021090900-4772",46185,92,0,1,0.0823749705321259,0.0748992263333703
"2021090900-4772",53441,11,0,1,0.0412971548115214,0.0478740832324526
"2021090900-4772",53504,97,0,1,0.0528651716498037,0.0655781928265372
"2021090900-480",41363,95,0,1,0.0869490103248288,0.111342211999368
"2021090900-480",44892,93,0,1,0.166894098634229,0.172055547915401
"2021090900-480",46185,92,0,1,0.0984325516311561,0.105062272977697
"2021090900-480",53621,98,0,1,0.0750142753343372,0.0846875110856744
"2021090900-509",41363,95,0,1,0.048655467832254,0.063995663315209
"2021090900-509",44892,93,0,1,0.133113771539043,0.14586006290604
"2021090900-509",46185,92,0,1,0.122814616395368,0.127625637087774
"2021090900-509",53621,98,0,1,0.0764906803766886,0.0948327901895249
"2021090900-559",41263,90,0,1,0.0988197722472251,0.111808495238948
"2021090900-559",42403,94,0,1,0.152832605565588,0.14629890639898
"2021090900-559",44955,91,0,1,0.0722124841995538,0.0834471469754431
"2021090900-559",53504,97,0,1,0.162756642326713,0.124178050251287
"2021090900-583",41263,90,0,1,0.175237110257149,0.14700271332316
"2021090900-583",41363,95,0,1,0.047783266659826,0.0512667365284183
"2021090900-583",42403,94,0,1,0.133855429664254,0.151017254382862
"2021090900-583",44955,91,0,1,0.0547555823810399,0.066087449104676
"2021090900-687",35441,93,0,1,0.0623352867974476,0.0726717344545062
"2021090900-687",35454,90,0,1,0.0851154698228294,0.0921390414006282
"2021090900-687",40074,92,1,1,0.21654645150358,0.164591237469731
"2021090900-687",41915,58,0,1,0.142947285182097,0.170235564586029
"2021090900-687",46081,50,0,1,0.204688381403685,0.152728800368018
"2021090900-735",35441,93,0,1,0.0313011754647289,0.047593056274078
"2021090900-735",35454,90,0,1,0.0869555034135517,0.121082296060122
"2021090900-735",41915,58,0,1,0.149341088376547,0.116860004594209
"2021090900-735",46081,50,0,1,0.0336646054577278,0.0506739841390796
"2021090900-764",34777,96,0,1,0.0678467758310338,0.068981788020978
"2021090900-764",35454,90,0,1,0.0916133293261131,0.0964262237437217
"2021090900-764",46081,50,0,1,0.063597758145382,0.0708522732702299
"2021090900-764",53461,9,0,1,0.250799085324009,0.18663783860486
"2021090900-788",34777,96,0,1,0.0746553689241409,0.0738722415334122
"2021090900-788",35454,90,0,1,0.0997464737066855,0.101353224219345
"2021090900-788",40074,92,0,1,0.0536162148301418,0.0573241224980125
"2021090900-788",42560,56,1,1,0.102282821558989,0.09973685560268
